unit_id,model_id,serial_number,label_code,condition_grade,condition_notes,shipment_id,arrival_date,cost_allocated,location_id,status,reserved_until,reserved_for_customer_id,created_at,updated_at
U-000411,M-0014,SN-M-0014-B7PDC2,LBL-B7PDC2,B,Leves marcas estéticas,S-0006,2025-10-28,"56,38",L-0001,SOLD,,,2025-10-28 10:13,2025-12-23 12:48
U-000412,M-0014,SN-M-0014-M1IHFO,LBL-M1IHFO,B,Leves marcas estéticas,S-0006,2025-10-28,"61,19",L-0002,RESERVED,2026-01-15,C-0001,2025-10-28 10:28,2025-10-28 10:05
U-000413,M-0006,SN-M-0006-VEKP41,LBL-VEKP41,B,Leves marcas estéticas,S-0006,2025-10-28,"57,36",L-0001,SOLD,,,2025-10-28 10:12,2025-12-09 12:06
U-000414,M-0006,SN-M-0006-VFGCZ8,LBL-VFGCZ8,B,Leves marcas estéticas,S-0006,2025-10-28,"54,29",L-0001,SOLD,,,2025-10-28 10:45,2025-12-20 12:43
U-000415,M-0006,SN-M-0006-4XQ4TB,LBL-4XQ4TB,B,Leves marcas estéticas,S-0006,2025-10-28,"57,45",L-0001,SOLD,,,2025-10-28 10:58,2025-12-09 12:22
U-000416,M-0006,SN-M-0006-OPKTX0,LBL-OPKTX0,C,Tara visible / revisar,S-0006,2025-10-28,"41,56",L-0003,AVAILABLE,,,2025-10-28 10:50,2025-10-28 10:20
U-000417,M-0006,SN-M-0006-VYM8TO,LBL-VYM8TO,A,Perfecto / muy leve,S-0006,2025-10-28,"48,13",L-0005,IN_REVIEW,,,2025-10-28 10:39,2025-10-28 10:20
U-000418,M-0006,SN-M-0006-3PJSAT,LBL-3PJSAT,B,Leves marcas estéticas,S-0006,2025-10-28,"53,54",L-0001,SOLD,,,2025-10-28 10:21,2025-12-02 12:57
U-000419,M-0006,SN-M-0006-NV2JNN,LBL-NV2JNN,A,Perfecto / muy leve,S-0006,2025-10-28,"68,7",L-0001,SOLD,,,2025-10-28 10:57,2025-12-09 12:37
U-000420,M-0013,SN-M-0013-FYAGC3,LBL-FYAGC3,A,Perfecto / muy leve,S-0006,2025-10-28,"118,28",L-0003,AVAILABLE,,,2025-10-28 10:07,2025-10-28 10:46
U-000421,M-0013,SN-M-0013-86DFT9,LBL-86DFT9,B,Leves marcas estéticas,S-0006,2025-10-28,"113,53",L-0005,IN_REVIEW,,,2025-10-28 10:47,2025-10-28 10:31
U-000422,M-0013,SN-M-0013-4ND51V,LBL-4ND51V,C,Tara visible / revisar,S-0006,2025-10-28,"90,89",L-0002,AVAILABLE,,,2025-10-28 10:02,2025-10-28 10:01
U-000423,M-0013,SN-M-0013-LYGQDH,LBL-LYGQDH,A,Perfecto / muy leve,S-0006,2025-10-28,"160,93",L-0001,SOLD,,,2025-10-28 10:54,2025-10-29 12:51
U-000424,M-0013,SN-M-0013-LOQRAY,LBL-LOQRAY,C,Tara visible / revisar,S-0006,2025-10-28,"97,37",L-0001,SOLD,,,2025-10-28 10:40,2025-11-05 12:46
U-000425,M-0013,SN-M-0013-XQW62T,LBL-XQW62T,C,Tara visible / revisar,S-0006,2025-10-28,"89,65",L-0002,AVAILABLE,,,2025-10-28 10:38,2025-10-28 10:40
U-000426,M-0013,SN-M-0013-MO746U,LBL-MO746U,A,Perfecto / muy leve,S-0006,2025-10-28,"115,12",L-0004,AVAILABLE,,,2025-10-28 10:41,2025-10-28 10:00
U-000427,M-0013,SN-M-0013-S7Z74N,LBL-S7Z74N,B,Leves marcas estéticas,S-0006,2025-10-28,"115,96",L-0004,AVAILABLE,,,2025-10-28 10:26,2025-10-28 10:21
U-000428,M-0013,SN-M-0013-887WLN,LBL-887WLN,A,Perfecto / muy leve,S-0006,2025-10-28,"158,7",L-0004,AVAILABLE,,,2025-10-28 10:52,2025-10-28 10:00
U-000429,M-0013,SN-M-0013-9YL1JV,LBL-9YL1JV,A,Perfecto / muy leve,S-0006,2025-10-28,"155,94",L-0001,SOLD,,,2025-10-28 10:54,2025-11-15 12:58
U-000430,M-0013,SN-M-0013-9R3BPC,LBL-9R3BPC,B,Leves marcas estéticas,S-0006,2025-10-28,"122,24",L-0001,SOLD,,,2025-10-28 10:59,2025-12-27 12:49
U-000431,M-0021,SN-M-0021-1DJE5P,LBL-1DJE5P,B,Leves marcas estéticas,S-0006,2025-10-28,"67,82",L-0001,SOLD,,,2025-10-28 10:23,2025-11-27 12:19
U-000432,M-0021,SN-M-0021-B4KCJ2,LBL-B4KCJ2,A,Perfecto / muy leve,S-0006,2025-10-28,"76,32",L-0004,RESERVED,2026-01-17,C-0001,2025-10-28 10:27,2025-10-28 10:49
U-000433,M-0021,SN-M-0021-U31Q5O,LBL-U31Q5O,C,Tara visible / revisar,S-0006,2025-10-28,"63,86",L-0001,SOLD,,,2025-10-28 10:53,2025-12-04 12:06
U-000434,M-0023,SN-M-0023-V507M4,LBL-V507M4,C,Tara visible / revisar,S-0006,2025-10-28,"95,32",L-0001,SOLD,,,2025-10-28 10:30,2025-12-29 12:54
U-000435,M-0023,SN-M-0023-D46BQQ,LBL-D46BQQ,B,Leves marcas estéticas,S-0006,2025-10-28,"138,34",L-0004,AVAILABLE,,,2025-10-28 10:11,2025-10-28 10:08
U-000436,M-0023,SN-M-0023-X1X4JF,LBL-X1X4JF,C,Tara visible / revisar,S-0006,2025-10-28,"93,59",L-0001,SOLD,,,2025-10-28 10:16,2025-12-17 12:27
U-000437,M-0023,SN-M-0023-6H6W81,LBL-6H6W81,B,Leves marcas estéticas,S-0006,2025-10-28,"127,39",L-0005,IN_REVIEW,,,2025-10-28 10:13,2025-10-28 10:06
U-000438,M-0023,SN-M-0023-OQLCNX,LBL-OQLCNX,B,Leves marcas estéticas,S-0006,2025-10-28,"127,23",L-0003,AVAILABLE,,,2025-10-28 10:10,2025-10-28 10:33
U-000439,M-0023,SN-M-0023-YTOGEQ,LBL-YTOGEQ,B,Leves marcas estéticas,S-0006,2025-10-28,"112,6",L-0001,SOLD,,,2025-10-28 10:31,2025-12-16 12:57
U-000440,M-0023,SN-M-0023-9LMDNE,LBL-9LMDNE,C,Tara visible / revisar,S-0006,2025-10-28,"106,65",L-0003,AVAILABLE,,,2025-10-28 10:24,2025-10-28 10:36
U-000441,M-0023,SN-M-0023-TLBHEK,LBL-TLBHEK,B,Leves marcas estéticas,S-0006,2025-10-28,"129,07",L-0001,SOLD,,,2025-10-28 10:44,2025-12-21 12:11
U-000442,M-0023,SN-M-0023-R7H8XG,LBL-R7H8XG,A,Perfecto / muy leve,S-0006,2025-10-28,"108,28",L-0001,SOLD,,,2025-10-28 10:15,2025-12-01 12:52
U-000443,M-0023,SN-M-0023-9CATHS,LBL-9CATHS,A,Perfecto / muy leve,S-0006,2025-10-28,"144,35",L-0004,AVAILABLE,,,2025-10-28 10:18,2025-10-28 10:59
U-000444,M-0023,SN-M-0023-DGUYJ9,LBL-DGUYJ9,A,Perfecto / muy leve,S-0006,2025-10-28,"113,3",L-0005,IN_REVIEW,,,2025-10-28 10:00,2025-10-28 10:32
U-000445,M-0023,SN-M-0023-O6V3AH,LBL-O6V3AH,A,Perfecto / muy leve,S-0006,2025-10-28,"144,09",L-0002,AVAILABLE,,,2025-10-28 10:17,2025-10-28 10:37
U-000446,M-0003,SN-M-0003-8OZC39,LBL-8OZC39,A,Perfecto / muy leve,S-0006,2025-10-28,"124,31",L-0002,AVAILABLE,,,2025-10-28 10:27,2025-10-28 10:23
U-000447,M-0003,SN-M-0003-5AABPT,LBL-5AABPT,A,Perfecto / muy leve,S-0006,2025-10-28,"105,67",L-0002,AVAILABLE,,,2025-10-28 10:22,2025-10-28 10:58
U-000448,M-0003,SN-M-0003-6JFFFV,LBL-6JFFFV,B,Leves marcas estéticas,S-0006,2025-10-28,"95,12",L-0004,AVAILABLE,,,2025-10-28 10:06,2025-10-28 10:35
U-000449,M-0003,SN-M-0003-RQ10IF,LBL-RQ10IF,C,Tara visible / revisar,S-0006,2025-10-28,"74,32",L-0005,IN_REVIEW,,,2025-10-28 10:15,2025-10-28 10:49
U-000450,M-0003,SN-M-0003-DRNM1I,LBL-DRNM1I,B,Leves marcas estéticas,S-0006,2025-10-28,"128,72",L-0001,SOLD,,,2025-10-28 10:15,2025-11-15 12:50
U-000451,M-0003,SN-M-0003-B7HJ11,LBL-B7HJ11,A,Perfecto / muy leve,S-0006,2025-10-28,"91,08",L-0002,AVAILABLE,,,2025-10-28 10:32,2025-10-28 10:49
U-000452,M-0003,SN-M-0003-7IFKL6,LBL-7IFKL6,B,Leves marcas estéticas,S-0006,2025-10-28,"108,51",L-0001,SOLD,,,2025-10-28 10:31,2025-11-30 12:55
U-000453,M-0003,SN-M-0003-90032K,LBL-90032K,A,Perfecto / muy leve,S-0006,2025-10-28,"89,53",L-0001,SOLD,,,2025-10-28 10:45,2025-11-03 12:24
U-000454,M-0003,SN-M-0003-SGYPXD,LBL-SGYPXD,C,Tara visible / revisar,S-0006,2025-10-28,"74,23",L-0001,SOLD,,,2025-10-28 10:06,2025-12-02 12:00
U-000455,M-0003,SN-M-0003-OTKNIX,LBL-OTKNIX,A,Perfecto / muy leve,S-0006,2025-10-28,"89,04",L-0001,SOLD,,,2025-10-28 10:04,2025-11-16 12:10
U-000456,M-0030,SN-M-0030-CGJWNY,LBL-CGJWNY,A,Perfecto / muy leve,S-0006,2025-10-28,"110,58",L-0001,SOLD,,,2025-10-28 10:51,2025-12-28 12:33
U-000457,M-0030,SN-M-0030-K73RFR,LBL-K73RFR,A,Perfecto / muy leve,S-0006,2025-10-28,"145,66",L-0001,SOLD,,,2025-10-28 10:46,2026-01-05 12:34
U-000458,M-0030,SN-M-0030-22C2IH,LBL-22C2IH,C,Tara visible / revisar,S-0006,2025-10-28,"102,59",L-0003,AVAILABLE,,,2025-10-28 10:26,2025-10-28 10:45
U-000459,M-0030,SN-M-0030-3FPGET,LBL-3FPGET,B,Leves marcas estéticas,S-0006,2025-10-28,"118,71",L-0001,SOLD,,,2025-10-28 10:55,2025-12-20 12:58
U-000460,M-0030,SN-M-0030-ZENYAB,LBL-ZENYAB,A,Perfecto / muy leve,S-0006,2025-10-28,"156,95",L-0005,IN_REVIEW,,,2025-10-28 10:54,2025-10-28 10:58
U-000461,M-0007,SN-M-0007-24TLH0,LBL-24TLH0,A,Perfecto / muy leve,S-0006,2025-10-28,"125,86",L-0001,SOLD,,,2025-10-28 10:39,2025-12-28 12:32
U-000462,M-0007,SN-M-0007-XEAPVB,LBL-XEAPVB,A,Perfecto / muy leve,S-0006,2025-10-28,"111,76",L-0003,AVAILABLE,,,2025-10-28 10:49,2025-10-28 10:23
U-000463,M-0007,SN-M-0007-SI7SNK,LBL-SI7SNK,B,Leves marcas estéticas,S-0006,2025-10-28,"147,03",L-0003,AVAILABLE,,,2025-10-28 10:20,2025-10-28 10:46
U-000464,M-0007,SN-M-0007-Y05ZQD,LBL-Y05ZQD,A,Perfecto / muy leve,S-0006,2025-10-28,"143,77",L-0001,SOLD,,,2025-10-28 10:41,2025-12-01 12:18
U-000465,M-0007,SN-M-0007-YWYJCM,LBL-YWYJCM,A,Perfecto / muy leve,S-0006,2025-10-28,"162,18",L-0001,SOLD,,,2025-10-28 10:55,2025-12-27 12:21
U-000466,M-0007,SN-M-0007-2IMD20,LBL-2IMD20,B,Leves marcas estéticas,S-0006,2025-10-28,"126,73",L-0003,AVAILABLE,,,2025-10-28 10:02,2025-10-28 10:45
U-000467,M-0007,SN-M-0007-EMP8KF,LBL-EMP8KF,A,Perfecto / muy leve,S-0006,2025-10-28,143,L-0003,AVAILABLE,,,2025-10-28 10:17,2025-10-28 10:03
U-000468,M-0007,SN-M-0007-74L46P,LBL-74L46P,A,Perfecto / muy leve,S-0006,2025-10-28,"150,86",L-0001,SOLD,,,2025-10-28 10:07,2025-12-13 12:56
U-000469,M-0007,SN-M-0007-JS999O,LBL-JS999O,A,Perfecto / muy leve,S-0006,2025-10-28,"151,42",L-0002,AVAILABLE,,,2025-10-28 10:48,2025-10-28 10:20
U-000470,M-0007,SN-M-0007-LYWGAY,LBL-LYWGAY,B,Leves marcas estéticas,S-0006,2025-10-28,"122,22",L-0001,SOLD,,,2025-10-28 10:14,2025-11-27 12:10
U-000471,M-0007,SN-M-0007-VULBLX,LBL-VULBLX,B,Leves marcas estéticas,S-0006,2025-10-28,"135,15",L-0001,SOLD,,,2025-10-28 10:28,2025-12-19 12:16
U-000472,M-0007,SN-M-0007-96AILO,LBL-96AILO,B,Leves marcas estéticas,S-0006,2025-10-28,"129,91",L-0001,SOLD,,,2025-10-28 10:24,2025-12-06 12:22
U-000473,M-0007,SN-M-0007-B23J1R,LBL-B23J1R,C,Tara visible / revisar,S-0006,2025-10-28,"91,72",L-0002,AVAILABLE,,,2025-10-28 10:38,2025-10-28 10:39
U-000474,M-0007,SN-M-0007-GVQ8F8,LBL-GVQ8F8,C,Tara visible / revisar,S-0006,2025-10-28,"127,52",L-0002,AVAILABLE,,,2025-10-28 10:19,2025-10-28 10:29
U-000475,M-0011,SN-M-0011-ADDNPS,LBL-ADDNPS,A,Perfecto / muy leve,S-0006,2025-10-28,"171,15",L-0004,RESERVED,2026-01-17,C-0001,2025-10-28 10:10,2025-10-28 10:06
U-000476,M-0011,SN-M-0011-SRN5H5,LBL-SRN5H5,A,Perfecto / muy leve,S-0006,2025-10-28,"145,57",L-0004,AVAILABLE,,,2025-10-28 10:17,2025-10-28 10:18
U-000477,M-0011,SN-M-0011-1WZ4N9,LBL-1WZ4N9,B,Leves marcas estéticas,S-0006,2025-10-28,"131,75",L-0001,SOLD,,,2025-10-28 10:21,2026-01-06 12:03
U-000478,M-0011,SN-M-0011-P8MOFX,LBL-P8MOFX,B,Leves marcas estéticas,S-0006,2025-10-28,"153,3",L-0002,AVAILABLE,,,2025-10-28 10:11,2025-10-28 10:50
U-000479,M-0011,SN-M-0011-ZF73CN,LBL-ZF73CN,C,Tara visible / revisar,S-0006,2025-10-28,"122,86",L-0001,SOLD,,,2025-10-28 10:31,2025-12-16 12:33
U-000480,M-0011,SN-M-0011-RHGXYJ,LBL-RHGXYJ,B,Leves marcas estéticas,S-0006,2025-10-28,"131,65",L-0002,AVAILABLE,,,2025-10-28 10:42,2025-10-28 10:32
U-000481,M-0010,SN-M-0010-TERWEL,LBL-TERWEL,B,Leves marcas estéticas,S-0006,2025-10-28,"128,13",L-0004,AVAILABLE,,,2025-10-28 10:53,2025-10-28 10:14
U-000482,M-0010,SN-M-0010-Y0LE4R,LBL-Y0LE4R,B,Leves marcas estéticas,S-0006,2025-10-28,"106,81",L-0002,AVAILABLE,,,2025-10-28 10:05,2025-10-28 10:39
U-000483,M-0010,SN-M-0010-WVYSF3,LBL-WVYSF3,A,Perfecto / muy leve,S-0006,2025-10-28,"148,19",L-0005,IN_REVIEW,,,2025-10-28 10:01,2025-10-28 10:39
U-000484,M-0010,SN-M-0010-6P3YT5,LBL-6P3YT5,A,Perfecto / muy leve,S-0006,2025-10-28,"147,79",L-0001,SOLD,,,2025-10-28 10:08,2025-11-17 12:36
U-000485,M-0010,SN-M-0010-N6AZBZ,LBL-N6AZBZ,B,Leves marcas estéticas,S-0006,2025-10-28,"114,43",L-0001,SOLD,,,2025-10-28 10:55,2025-12-02 12:43
U-000486,M-0010,SN-M-0010-9P2K73,LBL-9P2K73,B,Leves marcas estéticas,S-0006,2025-10-28,"110,35",L-0001,SOLD,,,2025-10-28 10:35,2025-12-31 12:29
U-000487,M-0010,SN-M-0010-W5FZQ2,LBL-W5FZQ2,B,Leves marcas estéticas,S-0006,2025-10-28,"108,63",L-0005,IN_REVIEW,,,2025-10-28 10:17,2025-10-28 10:47
U-000488,M-0010,SN-M-0010-8SELBD,LBL-8SELBD,B,Leves marcas estéticas,S-0006,2025-10-28,"141,77",L-0001,SOLD,,,2025-10-28 10:32,2025-11-24 12:51
U-000489,M-0010,SN-M-0010-A105MH,LBL-A105MH,A,Perfecto / muy leve,S-0006,2025-10-28,"138,51",L-0003,AVAILABLE,,,2025-10-28 10:10,2025-10-28 10:33
U-000490,M-0010,SN-M-0010-1PG8H8,LBL-1PG8H8,B,Leves marcas estéticas,S-0006,2025-10-28,"111,53",L-0002,AVAILABLE,,,2025-10-28 10:16,2025-10-28 10:17
U-000491,M-0010,SN-M-0010-MEKV4L,LBL-MEKV4L,B,Leves marcas estéticas,S-0006,2025-10-28,"146,33",L-0002,AVAILABLE,,,2025-10-28 10:35,2025-12-12 16:06
U-000492,M-0010,SN-M-0010-VWE1K5,LBL-VWE1K5,B,Leves marcas estéticas,S-0006,2025-10-28,"135,49",L-0002,AVAILABLE,,,2025-10-28 10:53,2025-11-17 16:33
U-000493,M-0010,SN-M-0010-ZP4FG6,LBL-ZP4FG6,A,Perfecto / muy leve,S-0006,2025-10-28,"133,61",L-0003,AVAILABLE,,,2025-10-28 10:09,2025-10-28 10:06
U-000494,M-0022,SN-M-0022-UGRTPS,LBL-UGRTPS,B,Leves marcas estéticas,S-0006,2025-10-28,"176,32",L-0005,IN_REVIEW,,,2025-10-28 10:28,2025-10-28 10:02
U-000495,M-0022,SN-M-0022-6XDP49,LBL-6XDP49,B,Leves marcas estéticas,S-0006,2025-10-28,"233,98",L-0001,SOLD,,,2025-10-28 10:41,2025-11-09 12:10
U-000496,M-0022,SN-M-0022-NRCXYF,LBL-NRCXYF,B,Leves marcas estéticas,S-0006,2025-10-28,"247,81",L-0001,SOLD,,,2025-10-28 10:55,2025-11-29 12:37
U-000497,M-0022,SN-M-0022-BIDJDR,LBL-BIDJDR,A,Perfecto / muy leve,S-0006,2025-10-28,"204,6",L-0001,SOLD,,,2025-10-28 10:15,2025-11-09 12:38
U-000498,M-0022,SN-M-0022-5O15E0,LBL-5O15E0,B,Leves marcas estéticas,S-0006,2025-10-28,"223,58",L-0002,AVAILABLE,,,2025-10-28 10:13,2025-10-28 10:22
U-000499,M-0017,SN-M-0017-1O7OLC,LBL-1O7OLC,C,Tara visible / revisar,S-0006,2025-10-28,"88,06",L-0001,SOLD,,,2025-10-28 10:37,2025-12-05 12:37
U-000500,M-0017,SN-M-0017-T1J363,LBL-T1J363,A,Perfecto / muy leve,S-0006,2025-10-28,"82,4",L-0004,AVAILABLE,,,2025-10-28 10:57,2025-10-28 10:15
U-000501,M-0017,SN-M-0017-9SEY6P,LBL-9SEY6P,A,Perfecto / muy leve,S-0006,2025-10-28,"92,01",L-0002,AVAILABLE,,,2025-10-28 10:53,2025-10-28 10:12
U-000502,M-0017,SN-M-0017-QEKZ0H,LBL-QEKZ0H,B,Leves marcas estéticas,S-0006,2025-10-28,"110,23",L-0001,SOLD,,,2025-10-28 10:24,2025-12-13 12:05
U-000503,M-0011,SN-M-0011-2YFDX9,LBL-2YFDX9,A,Perfecto / muy leve,S-0007,2025-11-04,"176,54",L-0001,SOLD,,,2025-11-04 10:11,2025-11-26 12:37
U-000504,M-0011,SN-M-0011-OSOESK,LBL-OSOESK,C,Tara visible / revisar,S-0007,2025-11-04,"126,56",L-0002,AVAILABLE,,,2025-11-04 10:24,2025-11-04 10:12
U-000505,M-0011,SN-M-0011-LX3O1K,LBL-LX3O1K,A,Perfecto / muy leve,S-0007,2025-11-04,"125,1",L-0001,SOLD,,,2025-11-04 10:09,2025-12-15 12:09
U-000506,M-0011,SN-M-0011-OVNVGF,LBL-OVNVGF,A,Perfecto / muy leve,S-0007,2025-11-04,"180,64",L-0001,SOLD,,,2025-11-04 10:26,2025-12-16 12:39
U-000507,M-0011,SN-M-0011-BP6KVZ,LBL-BP6KVZ,A,Perfecto / muy leve,S-0007,2025-11-04,"186,65",L-0003,AVAILABLE,,,2025-11-04 10:32,2025-11-04 10:45
U-000508,M-0011,SN-M-0011-33N2DA,LBL-33N2DA,B,Leves marcas estéticas,S-0007,2025-11-04,"166,7",L-0004,AVAILABLE,,,2025-11-04 10:12,2025-11-04 10:38
U-000509,M-0011,SN-M-0011-SE3PJI,LBL-SE3PJI,B,Leves marcas estéticas,S-0007,2025-11-04,"125,42",L-0002,AVAILABLE,,,2025-11-04 10:34,2025-11-04 10:42
U-000510,M-0011,SN-M-0011-OV5DCY,LBL-OV5DCY,B,Leves marcas estéticas,S-0007,2025-11-04,"172,48",L-0003,AVAILABLE,,,2025-11-04 10:18,2025-11-04 10:11
U-000511,M-0011,SN-M-0011-UAQLTW,LBL-UAQLTW,B,Leves marcas estéticas,S-0007,2025-11-04,"128,72",L-0003,AVAILABLE,,,2025-11-04 10:14,2025-11-04 10:23
U-000512,M-0011,SN-M-0011-ESSZNO,LBL-ESSZNO,C,Tara visible / revisar,S-0007,2025-11-04,"120,07",L-0005,IN_REVIEW,,,2025-11-04 10:27,2025-11-04 10:29
U-000513,M-0011,SN-M-0011-J3WH9X,LBL-J3WH9X,B,Leves marcas estéticas,S-0007,2025-11-04,"161,1",L-0001,SOLD,,,2025-11-04 10:11,2025-11-26 12:17
U-000514,M-0011,SN-M-0011-JWGQZD,LBL-JWGQZD,B,Leves marcas estéticas,S-0007,2025-11-04,"129,44",L-0001,SOLD,,,2025-11-04 10:33,2026-01-12 12:04
U-000515,M-0017,SN-M-0017-68OYHX,LBL-68OYHX,B,Leves marcas estéticas,S-0007,2025-11-04,"124,86",L-0004,RESERVED,2026-01-17,C-0001,2025-11-04 10:36,2025-11-04 10:25
U-000516,M-0017,SN-M-0017-SG8819,LBL-SG8819,B,Leves marcas estéticas,S-0007,2025-11-04,"118,58",L-0004,AVAILABLE,,,2025-11-04 10:04,2025-11-04 10:45
U-000517,M-0017,SN-M-0017-UGM26Q,LBL-UGM26Q,A,Perfecto / muy leve,S-0007,2025-11-04,"107,69",L-0005,IN_REVIEW,,,2025-11-04 10:54,2025-11-04 10:34
U-000518,M-0017,SN-M-0017-YGFUHM,LBL-YGFUHM,A,Perfecto / muy leve,S-0007,2025-11-04,"87,24",L-0002,AVAILABLE,,,2025-11-04 10:54,2025-11-04 10:51
U-000519,M-0017,SN-M-0017-L4KJOA,LBL-L4KJOA,B,Leves marcas estéticas,S-0007,2025-11-04,"97,55",L-0004,AVAILABLE,,,2025-11-04 10:24,2025-11-04 10:50
U-000520,M-0017,SN-M-0017-A8IJAD,LBL-A8IJAD,B,Leves marcas estéticas,S-0007,2025-11-04,"106,81",L-0001,SOLD,,,2025-11-04 10:28,2026-01-03 12:11
U-000521,M-0017,SN-M-0017-HCUB41,LBL-HCUB41,B,Leves marcas estéticas,S-0007,2025-11-04,"108,94",L-0004,AVAILABLE,,,2025-11-04 10:31,2025-11-04 10:35
U-000522,M-0017,SN-M-0017-FO6QMF,LBL-FO6QMF,A,Perfecto / muy leve,S-0007,2025-11-04,"125,21",L-0001,SOLD,,,2025-11-04 10:40,2025-12-11 12:05
U-000523,M-0017,SN-M-0017-V73UL7,LBL-V73UL7,A,Perfecto / muy leve,S-0007,2025-11-04,"84,83",L-0004,RESERVED,2026-01-16,C-0001,2025-11-04 10:47,2025-11-04 10:59
U-000524,M-0017,SN-M-0017-7JJPSQ,LBL-7JJPSQ,B,Leves marcas estéticas,S-0007,2025-11-04,"106,1",L-0001,SOLD,,,2025-11-04 10:39,2025-11-22 12:35
U-000525,M-0017,SN-M-0017-3IY6EE,LBL-3IY6EE,B,Leves marcas estéticas,S-0007,2025-11-04,"95,46",L-0005,IN_REVIEW,,,2025-11-04 10:28,2025-11-04 10:30
U-000526,M-0017,SN-M-0017-2WG8GC,LBL-2WG8GC,B,Leves marcas estéticas,S-0007,2025-11-04,"80,97",L-0003,AVAILABLE,,,2025-11-04 10:32,2025-11-04 10:05
U-000527,M-0017,SN-M-0017-O42VIK,LBL-O42VIK,B,Leves marcas estéticas,S-0007,2025-11-04,"98,24",L-0001,SOLD,,,2025-11-04 10:00,2026-01-02 12:38
U-000528,M-0017,SN-M-0017-B2PH9A,LBL-B2PH9A,B,Leves marcas estéticas,S-0007,2025-11-04,"119,23",L-0001,SOLD,,,2025-11-04 10:44,2025-12-06 12:45
U-000529,M-0017,SN-M-0017-84VUAN,LBL-84VUAN,A,Perfecto / muy leve,S-0007,2025-11-04,"108,58",L-0001,SOLD,,,2025-11-04 10:33,2025-11-18 12:23
U-000530,M-0017,SN-M-0017-DDXRPS,LBL-DDXRPS,A,Perfecto / muy leve,S-0007,2025-11-04,"113,66",L-0001,SOLD,,,2025-11-04 10:02,2025-12-15 12:47
U-000531,M-0020,SN-M-0020-VYAR6M,LBL-VYAR6M,B,Leves marcas estéticas,S-0007,2025-11-04,"92,3",L-0001,SOLD,,,2025-11-04 10:39,2025-12-11 12:50
U-000532,M-0020,SN-M-0020-LT7U6U,LBL-LT7U6U,C,Tara visible / revisar,S-0007,2025-11-04,"75,31",L-0004,AVAILABLE,,,2025-11-04 10:40,2025-11-04 10:46
U-000533,M-0020,SN-M-0020-UF0K6B,LBL-UF0K6B,A,Perfecto / muy leve,S-0007,2025-11-04,"120,33",L-0004,AVAILABLE,,,2025-11-04 10:56,2025-11-04 10:44
U-000534,M-0020,SN-M-0020-C2BX2I,LBL-C2BX2I,A,Perfecto / muy leve,S-0007,2025-11-04,"98,43",L-0004,AVAILABLE,,,2025-11-04 10:38,2025-11-04 10:49
U-000535,M-0020,SN-M-0020-LV828I,LBL-LV828I,B,Leves marcas estéticas,S-0007,2025-11-04,"106,36",L-0003,AVAILABLE,,,2025-11-04 10:11,2025-11-04 10:54
U-000536,M-0020,SN-M-0020-U17AJR,LBL-U17AJR,C,Tara visible / revisar,S-0007,2025-11-04,"80,98",L-0001,SOLD,,,2025-11-04 10:53,2025-11-07 12:02
U-000537,M-0020,SN-M-0020-Y0LCN7,LBL-Y0LCN7,B,Leves marcas estéticas,S-0007,2025-11-04,"89,16",L-0001,SOLD,,,2025-11-04 10:32,2025-12-15 12:16
U-000538,M-0020,SN-M-0020-F33H73,LBL-F33H73,A,Perfecto / muy leve,S-0007,2025-11-04,"87,2",L-0001,SOLD,,,2025-11-04 10:06,2026-01-13 12:59
U-000539,M-0020,SN-M-0020-11W39L,LBL-11W39L,B,Leves marcas estéticas,S-0007,2025-11-04,"133,01",L-0004,AVAILABLE,,,2025-11-04 10:25,2025-11-04 10:43
U-000540,M-0020,SN-M-0020-FYQ3VG,LBL-FYQ3VG,B,Leves marcas estéticas,S-0007,2025-11-04,"105,68",L-0004,AVAILABLE,,,2025-11-04 10:44,2025-11-04 10:01
U-000541,M-0020,SN-M-0020-YE21LD,LBL-YE21LD,A,Perfecto / muy leve,S-0007,2025-11-04,"125,58",L-0001,SOLD,,,2025-11-04 10:10,2025-12-24 12:27
U-000542,M-0020,SN-M-0020-DM5FC1,LBL-DM5FC1,A,Perfecto / muy leve,S-0007,2025-11-04,"120,4",L-0002,AVAILABLE,,,2025-11-04 10:29,2025-11-04 10:42
U-000543,M-0020,SN-M-0020-B7WEOH,LBL-B7WEOH,B,Leves marcas estéticas,S-0007,2025-11-04,"108,84",L-0003,AVAILABLE,,,2025-11-04 10:34,2025-11-04 10:23
U-000544,M-0008,SN-M-0008-CPKEPP,LBL-CPKEPP,A,Perfecto / muy leve,S-0007,2025-11-04,"209,52",L-0003,AVAILABLE,,,2025-11-04 10:24,2025-11-04 10:39
U-000545,M-0008,SN-M-0008-77QU5J,LBL-77QU5J,A,Perfecto / muy leve,S-0007,2025-11-04,"147,88",L-0004,RESERVED,2026-01-15,C-0001,2025-11-04 10:10,2025-11-04 10:32
U-000546,M-0008,SN-M-0008-P9RN46,LBL-P9RN46,A,Perfecto / muy leve,S-0007,2025-11-04,"149,51",L-0001,SOLD,,,2025-11-04 10:05,2025-11-22 12:21
U-000547,M-0008,SN-M-0008-OFOEL3,LBL-OFOEL3,A,Perfecto / muy leve,S-0007,2025-11-04,"209,16",L-0001,SOLD,,,2025-11-04 10:30,2025-11-09 12:56
